,cross_val,is_stand,fold,k,weight,metric,acc,f1
1161,StratifiedKFold,False,3,20,distance,manhattan,0.9662835249042145,0.9676664638797182
1162,StratifiedKFold,False,3,20,mma,euclidean,0.9775862068965517,0.9782409024675891
1163,StratifiedKFold,False,3,20,mma,manhattan,0.9611111111111111,0.9626702944968573
1164,StratifiedKFold,False,3,25,uniform,euclidean,0.9611111111111111,0.9620066208301502
1165,StratifiedKFold,False,3,25,uniform,manhattan,0.960727969348659,0.9622262080062591
1166,StratifiedKFold,False,3,25,distance,euclidean,0.9720306513409961,0.9728853757222551
1167,StratifiedKFold,False,3,25,distance,manhattan,0.960727969348659,0.9624394439868547
1168,StratifiedKFold,False,3,25,mma,euclidean,0.960727969348659,0.9624429183805729
1169,StratifiedKFold,False,3,25,mma,manhattan,0.9547892720306513,0.9570930474639876
1170,StratifiedKFold,False,3,30,uniform,euclidean,0.9547892720306513,0.9568910332431011
1171,StratifiedKFold,False,3,30,uniform,manhattan,0.9718390804597701,0.9728804960072305
1172,StratifiedKFold,False,3,30,distance,euclidean,0.9718390804597701,0.9735374722739628
1173,StratifiedKFold,False,3,30,distance,manhattan,0.9773946360153256,0.9779283258785074
1174,StratifiedKFold,False,3,30,mma,euclidean,0.9718390804597701,0.9727514470976937
1175,StratifiedKFold,False,3,30,mma,manhattan,0.960536398467433,0.9622956315858731
1176,StratifiedKFold,False,5,1,uniform,euclidean,0.9501064930476695,0.9514726889067088
1177,StratifiedKFold,False,5,1,uniform,manhattan,0.9656870315693845,0.9677137450168303
1178,StratifiedKFold,False,5,1,distance,euclidean,0.9498326898326899,0.9516075393316773
1179,StratifiedKFold,False,5,1,distance,manhattan,0.976797385620915,0.9777998700454841
1180,StratifiedKFold,False,5,1,mma,euclidean,0.9601400560224089,0.9613993816449956
1181,StratifiedKFold,False,5,1,mma,manhattan,0.9772836702248467,0.9783631525068175
1182,StratifiedKFold,False,5,2,uniform,euclidean,0.9550256138491433,0.9573203093203093
1183,StratifiedKFold,False,5,2,uniform,manhattan,0.9544078532313827,0.9574744287775141
1184,StratifiedKFold,False,5,2,distance,euclidean,0.9612441012441012,0.9620166655956129
1185,StratifiedKFold,False,5,2,distance,manhattan,0.9776190476190476,0.9789640482973816
