,cross_val,is_stand,fold,k,weight,metric,acc,f1
447,StratifiedKFold,True,3,5,distance,manhattan,0.8972836890779328,0.8387107527071408
448,StratifiedKFold,True,3,5,mma,euclidean,0.8508787415707195,0.7482729048236606
449,StratifiedKFold,True,3,5,mma,manhattan,0.8963586979508597,0.8461800551381774
450,StratifiedKFold,True,3,6,uniform,euclidean,0.79934404704766,0.698849692695618
451,StratifiedKFold,True,3,6,uniform,manhattan,0.8595889214382785,0.7947796333387466
452,StratifiedKFold,True,3,6,distance,euclidean,0.8962501999856561,0.8284833690527522
453,StratifiedKFold,True,3,6,distance,manhattan,0.9075165183554651,0.8547833098877891
454,StratifiedKFold,True,3,6,mma,euclidean,0.8262074076526005,0.6826961689606699
455,StratifiedKFold,True,3,6,mma,manhattan,0.8745984196076052,0.8337384030202034
456,StratifiedKFold,True,3,7,uniform,euclidean,0.8420058147553554,0.6894218530319238
457,StratifiedKFold,True,3,7,uniform,manhattan,0.8699844976636159,0.7679943971640035
458,StratifiedKFold,True,3,7,distance,euclidean,0.8457756593090335,0.7638022189915361
459,StratifiedKFold,True,3,7,distance,manhattan,0.879483586464603,0.8206519877498735
460,StratifiedKFold,True,3,7,mma,euclidean,0.8126396451564853,0.6972418960416034
461,StratifiedKFold,True,3,7,mma,manhattan,0.8737276774631336,0.7958174693709181
462,StratifiedKFold,True,3,8,uniform,euclidean,0.7954923692829388,0.6303909381923567
463,StratifiedKFold,True,3,8,uniform,manhattan,0.8602959971606634,0.794784359107577
464,StratifiedKFold,True,3,8,distance,euclidean,0.8690870907649842,0.7892881909134498
465,StratifiedKFold,True,3,8,distance,manhattan,0.8692774219412309,0.8022549100659077
466,StratifiedKFold,True,3,8,mma,euclidean,0.8226278942751692,0.6922611801738499
467,StratifiedKFold,True,3,8,mma,manhattan,0.8963044489682579,0.858118823151706
468,StratifiedKFold,True,3,9,uniform,euclidean,0.7749448775168309,0.6046744503982698
469,StratifiedKFold,True,3,9,uniform,manhattan,0.822111149729031,0.718288144185794
470,StratifiedKFold,True,3,9,distance,euclidean,0.8325618944112515,0.7086146043760779
471,StratifiedKFold,True,3,9,distance,manhattan,0.8837977597928608,0.8208386439683476
472,StratifiedKFold,True,3,9,mma,euclidean,0.822111149729031,0.725028003352267
473,StratifiedKFold,True,3,9,mma,manhattan,0.8556554104625139,0.7643016793564157
474,StratifiedKFold,True,3,10,uniform,euclidean,0.7899267914577162,0.6789453675043302
475,StratifiedKFold,True,3,10,uniform,manhattan,0.8326161433938531,0.6900259694268652
476,StratifiedKFold,True,3,10,distance,euclidean,0.7941867158033723,0.6703761534304874
477,StratifiedKFold,True,3,10,distance,manhattan,0.8510690727469662,0.77896394267001
478,StratifiedKFold,True,3,10,mma,euclidean,0.8261531586699988,0.6874569116415806
479,StratifiedKFold,True,3,10,mma,manhattan,0.8741359240440686,0.7747999231590563
480,StratifiedKFold,True,3,15,uniform,euclidean,0.790607202425941,0.752345112992844
481,StratifiedKFold,True,3,15,uniform,manhattan,0.7943770469796189,0.5556816087186507
482,StratifiedKFold,True,3,15,distance,euclidean,0.8093865451489457,0.7160192405292805
483,StratifiedKFold,True,3,15,distance,manhattan,0.8360595745776395,0.7155201691312802
484,StratifiedKFold,True,3,15,mma,euclidean,0.8082712228456258,0.6304106103076872
485,StratifiedKFold,True,3,15,mma,manhattan,0.8259628274937522,0.7210102491846129
486,StratifiedKFold,True,3,20,uniform,euclidean,0.7566546951115231,0.6208243597499497
487,StratifiedKFold,True,3,20,uniform,manhattan,0.8041749649220561,0.7289897042996417
488,StratifiedKFold,True,3,20,distance,euclidean,0.80018720496369,0.6849629354072534
489,StratifiedKFold,True,3,20,distance,manhattan,0.8270781497970721,0.7444067576348278
490,StratifiedKFold,True,3,20,mma,euclidean,0.780482871113612,0.6756150573545495
491,StratifiedKFold,True,3,20,mma,manhattan,0.8218665695701826,0.7017271730070119
492,StratifiedKFold,True,3,25,uniform,euclidean,0.7328541033378755,0.8209846615785562
493,StratifiedKFold,True,3,25,uniform,manhattan,0.7517695282545251,0.7667560063231803
494,StratifiedKFold,True,3,25,distance,euclidean,0.799207964854015,0.733854159555321
